title,genres,description,url,price,discount,original_price,launch_date,is_error,reviews,general_reviews,tags
World of Tanks,Acción-Simulación,"Sumérgete en un shooter free-to-play por equipos con un arsenal de vehículos históricos en constante ampliación, mapas espectaculares y una banda sonora orquestal. Demuestra tu maestría y enfréntate a otros jugadores en emocionantes encuentros JcJ.",https://store.steampowered.com/app/1407200/World_of_Tanks,0€,,,29 ABR 2021,0,84.679 reseñas de usuarios,Muy positivas,Tanques-Free to Play-Acción-Militares-JcJ
Risk of Rain 2,Acción-Disparos en tercera persona-Roguelike,Lucha contra hordas de monstruos enloquecidos junto a tus amigos o en solitario para lograr escapar de un planeta alienígena sumido en el caos. Combina el botín de maneras asombrosas y domina cada personaje hasta encarnar la destrucción que tanto te aterraba tras tu primer aterrizaje forzoso.,https://store.steampowered.com/app/632360/Risk_of_Rain_2,"8,24€",-67%,"24,99€",11 AGO 2020,0,208.437 reseñas de usuarios,Muy positivas,Disparos en tercera persona-Roguelike de acción-Multijugador-Cooperativos-Acción
Total War: WARHAMMER III,Acción-Estrategia-Estrategia en tiempo real-Estrategia por turnos-Gran estrategia y 4X-Militares,"El final cataclísmico de la trilogía de Total War™: WARHAMMER® ha llegado. Reagrupa a tus fuerzas y adéntrate en el Reino del Caos, una dimensión de terrores horripilantes en la que se decidirá el destino del mundo. ¿Conquistarás a tus demonios... o los dirigirás?",https://store.steampowered.com/app/1142710/Total_War_WARHAMMER_III,"59,99€",,,17 FEB 2022,0,82.226 reseñas de usuarios,Mayormente positivas,Estrategia-Estrategia por turnos-Gran estrategia-ETR-Fantasía
Backrooms: Escape Together,Acción-Aventura-Casuales,"A visually lifelike co-op horror for 1-6 people. Journey through 9 procedurally generated levels, using what's available to survive and progress deeper into the Backrooms.",https://store.steampowered.com/app/2141730/Backrooms_Escape_Together,"7,79€",,,18 OCT 2022,0,16.846 reseñas de usuarios,Muy positivas,Multijugador-Terror-Terror psicológico-Cooperativos en línea-Supervivencia / Terror
"Warhammer 40,000: Rogue Trader",Acción-Aventura-Buena trama-Estrategia-Rol,"Empieza tu aventura en el primer RPG clásico de ordenador ambientado en el despiadado 41.º milenio. Hazte Comerciante Independiente, heredero de una dinastía de audaces corsarios que gobiernan un imperio comercial y exploran los confines del Imperium.",https://store.steampowered.com/app/2186680/Warhammer_40000_Rogue_Trader,"49,99€",,,7 DIC 2023,0,20.458 reseñas de usuarios,Muy positivas,Warhammer 40K-Acción-Cooperativos-Multijugador-Aventura
Blade and Sorcery,Acción-Sandbox y de física-Simulación,"Blade & Sorcery is a built-for-VR medieval fantasy with full physics driven melee, ranged and magic combat. Become a powerful warrior, ranger or sorcerer and devastate your enemies.",https://store.steampowered.com/app/629730/Blade_and_Sorcery,"29,99€",,,17 JUN 2024,0,53.965 reseñas de usuarios,Extremadamente positivas,RV-Espadas-Modificables-Sangriento-Sandbox
The Forest,Acción-Agricultura y fabricación-Aventura-Construcción y automatización-Sandbox y de física-Simulación,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. 

Build, explore, survive in this terrifying first person survival horror simulator.",https://store.steampowered.com/app/242760/The_Forest,"16,79€",,,30 ABR 2018,0,527.260 reseñas de usuarios,Extremadamente positivas,Supervivencia en mundo abierto-Supervivencia-Mundo abierto-Terror-Fabricación
ELDEN RING NIGHTREIGN,Acción-Roguelike-Rol-Rol de acción,ELDEN RING NIGHTREIGN es una aventura independiente dentro del universo de ELDEN RING creada para ofrecer a los jugadores una nueva experiencia al reinventar el diseño central del juego.,https://store.steampowered.com/app/2622380/ELDEN_RING_NIGHTREIGN,"39,99€",,,30 MAY 2025,0,,,Cooperativos en línea-Tipo «Dark Souls»-Un jugador-Multijugador-Roguelike
Ryse: Son of Rome,Acción-Hack and slash-Rol-Rol de aventuras,"“Ryse: Son of Rome” narra la historia de Marius Titus, un joven soldado romano que ve morir a su familia a manos de unos bandidos bárbaros y viaja con el ejército romano hasta Britania en busca de venganza. Marius deberá ascender rápidamente en el escalafón militar hasta llegar a ser un líder capaz de defender al Imperio y poder llevar a cabo su venganza. Pronto descubrirá que solo podrá cumplir su destino regresando a su hogar...",https://store.steampowered.com/app/302510/Ryse_Son_of_Rome,"3,49€",-65%,"9,99€",10 OCT 2014,0,33.457 reseñas de usuarios,Muy positivas,Hack and slash-Acción-Eventos rápidos-Roma-Históricos
The Last of Us™ Parte I,Acción-Aventura-Buena trama-Disparos en tercera persona,Descubre el galardonado juego que inspiró la aclamada serie de televisión. Guía a Joel y Ellie por unos Estados Unidos postapocalípticos y encuentra aliados y enemigos inolvidables en The Last of Us™.,https://store.steampowered.com/app/1888930/The_Last_of_Us_Parte_I,"59,99€",,,28 MAR 2023,0,42.207 reseñas de usuarios,Mayormente positivas,Buena trama-Posapocalípticos-Disparos-Zombis-Acción y aventura
Drova - Forsaken Kin,Acción-Buena trama-Rol-Rol de acción,"""Drova - Forsaken Kin"" es un Action-RPG en pixel art inspirado en los clásicos oscuros del género y en el atractivo místico de la mitología celta.",https://store.steampowered.com/app/1585180/Drova__Forsaken_Kin,"18,74€",-25%,"24,99€",15 OCT 2024,0,5751 reseñas de usuarios,Extremadamente positivas,Rol-Exploración-Rol de acción-2D-Personalización de personajes
THE FINALS,Acción-Disparos en primera persona,"¡Únete a THE FINALS, el espectáculo de combate de juego gratuito famoso en el mundo entero! Lucha codo con codo con tus compañeros en arenas virtuales que puedes modificar, aprovechar e incluso destruir.",https://store.steampowered.com/app/2073850/THE_FINALS,0€,,,8 DIC 2023,0,224.109 reseñas de usuarios,Mayormente positivas,Destrucción-Free to Play-Disparos-Multijugador-FPS
Dota 2,Acción-Defensa de torres-Estrategia-Estrategia en tiempo real-Rol-Rol estratégico,"Cada día, millones de jugadores de todo el mundo entran en batalla como uno de los más de cien héroes de Dota. Y no importa si es su décima hora de juego o la milésima, siempre hay algo nuevo que descubrir. Con frecuentes actualizaciones que garantizan una evolución constante de jugabilidad, características y héroes, Dota 2 realmente ha cobrado vida propia.",https://store.steampowered.com/app/570/Dota_2,0€,,,9 JUL 2013,0,2.461.390 reseñas de usuarios,Muy positivas,Free to Play-MOBA-Multijugador-Estrategia-e-sports
Diablo® IV,Acción-Hack and slash-Rol-Rol de acción,"Únete a la lucha por Santuario en Diablo® IV, la aventura de rol y acción definitiva. Vive la campaña alabada por la crítica y nuevo contenido de temporada.",https://store.steampowered.com/app/2344520/Diablo_IV,"49,99€",,,17 OCT 2023,0,33.797 reseñas de usuarios,Mayormente positivas,Rol de acción-Hack and slash-Botín-Isométricos-Rol
FINAL FANTASY XIV Online,Acción-Aventura-Buena trama-Rol-Rol de aventuras-Rol japonés,"Únete a más de 30 millones de aventureros de todo el mundo y forma parte de un alucinante viaje en un increíble FINAL FANTASY en constante evolución. Disfruta de una historia inolvidable, emocionantes batallas y numerosos escenarios cautivadores que explorar.",https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online,"9,99€",,,18 FEB 2014,0,72.700 reseñas de usuarios,Muy positivas,MMORPG-Rol-Multijugador masivo-Personalización de personajes-Fantasía
iRacing,Acción-Aficiones y trabajos-Carreras-Deportes y carreras-Simulación-Simulador de carreras,"We are the world’s premier motorsports racing game. An iRacing membership provides entry into the newest form of motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.",https://store.steampowered.com/app/266410/iRacing,"10,99€",,,12 ENE 2015,0,3257 reseñas de usuarios,Muy positivas,Carreras-Simulador de automóviles-Simulación-RV-Deportes
"Warhammer 40,000: Space Marine 2",Acción-Aventura,Usa las habilidades y brutalidad sobrehumanas de los marines espaciales. Usa habilidades letales y armamento devastador para aniquilar a los incesantes enjambres tiránidos. Defiende el Imperium en el modo solitario o multijugador en tercera persona.,https://store.steampowered.com/app/2183900/Warhammer_40000_Space_Marine_2,"59,99€",,,9 SEPT 2024,0,113.948 reseñas de usuarios,Muy positivas,Warhammer 40K-Acción-Disparos en tercera persona-Multijugador-Cooperativos
Deadside,Acción-Construcción y automatización-Disparos en primera persona-Disparos en tercera persona,"Sumérgete en este juego de disparos y supervivencia en mundo abierto con combates JcJ y JcE. Consigue botín en las zonas seguras o construye tu propia fortaleza en lo salvaje. ¡Disfruta los tiroteos intensos, la estética impresionante y el rendimiento ágil en cualquier sistema!",https://store.steampowered.com/app/895400/Deadside,"14,70€",-40%,"24,50€",5 DIC 2024,0,32.134 reseñas de usuarios,Mayormente positivas,Supervivencia-FPS-Supervivencia en mundo abierto-Posapocalípticos-JcJ
Bodycam,Acción-De vida e inmersivo-Disparos en primera persona,"Bodycam es un juego de disparos en primera persona, multijugador y ultra realista hecho utilizando el motor Unreal Engine 5. Prepárate para sumergirte en las emocionantes acciones de Bodycam, donde cada bala cuenta y cada elección puede decidir la victoria o la derrota de tu equipo.",https://store.steampowered.com/app/2406770/Bodycam,"33,32€",,,8 JUN 2024,0,30.077 reseñas de usuarios,Mayormente positivas,FPS-Disparos-Militares-Realistas-Cooperativos
World of Tanks Blitz,Acción-Disparos en primera persona-Militares,"¡Actualiza World of Tanks Blitz, derrota a los enemigos de la humanidad y hazte con riquezas!",https://store.steampowered.com/app/444200/World_of_Tanks_Blitz,0€,,,9 NOV 2016,0,147.316 reseñas de usuarios,Mayormente positivas,Tanques-Free to Play-Disparos-Acción-FPS
Cyberpunk 2077,Acción-Buena trama-Rol,"Cyberpunk 2077 es un RPG de aventura y acción de mundo abierto ambientado en el futuro sombrío de Night City, una peligrosa megalópolis obsesionada con el poder, el glamur y las incesantes modificaciones corporales.",https://store.steampowered.com/app/1091500/Cyberpunk_2077,"59,99€",,,10 DIC 2020,0,734.848 reseñas de usuarios,Muy positivas,Ciberpunk-Mundo abierto-Desnudos-Rol-Un jugador
Conqueror's Blade,Acción-Militares-Rol,"Conqueror's Blade es un juego de acción táctica online, ambientado en la Edad Media. Como señor de la guerra, estarás al mando de tus tropas medievales y sus poderosas armas en épicas batallas de asedio de 15 contra 15. ¡Conquista los territorios y escribe tu propia historia!",https://store.steampowered.com/app/835570/Conquerors_Blade,0€,,,6 ABR 2020,0,33.473 reseñas de usuarios,Variadas,Espadas-JcJ-Free to Play-Multijugador masivo-Juegos de guerra
Cyberpunk 2077: Phantom Liberty,Acción-Buena trama-Rol-Rol de acción,"Phantom Liberty es una nueva expansión de suspense y espionaje para el RPG de aventura, acción y mundo abierto Cyberpunk 2077. Encarna a V, merc a sueldo con cibermejoras, y desentraña con el agente secreto Solomon Reed una red de traiciones e intrigas políticas.",https://store.steampowered.com/app/2138330/Cyberpunk_2077_Phantom_Liberty,"29,99€",,,26 SEPT 2023,0,18.060 reseñas de usuarios,Muy positivas,Rol-Contenido sexual-Ciberpunk-Mundo abierto-Buena trama
DayZ,Acción-Aventura-Disparos en primera persona,¿Cuánto podrás sobrevivir en un mundo posapocalíptico? Es una tierra plagada de zombis infectados donde compites por recursos escasos. ¿Colaborarás con desconocidos y permaneceréis juntos? ¿O irás de lobo solitario para evitar traiciones? Esto es DayZ. Esta es tu historia.,https://store.steampowered.com/app/221100/DayZ,"47,99€",,,,0,351.342 reseñas de usuarios,Mayormente positivas,Supervivencia-Mundo abierto-Cooperativos en línea-Zombis-Multijugador
Borderlands 3,Acción-Disparos en primera persona-Rol,"¡Vuelve el padre de los shooter-looter, con una aventura llena de caos y tropecientas mil armas!",https://store.steampowered.com/app/397540/Borderlands_3,"5,99€",-90%,"59,99€",13 MAR 2020,0,113.254 reseñas de usuarios,Muy positivas,Rol-Disparos y botín-Multijugador-FPS-Cooperativos en línea
THRONE AND LIBERTY - Pack de celebración de Talandre: plata,Acción-Aventura-Rol-Rol de aventuras,"Celebrad el lanzamiento de Fronteras de Talandre con el pack de plata, con 2875 lucientes, la metamorfosis para correr Lumicorna moteada y la metamorfosis para nadar Tsarca de vapor. ",https://store.steampowered.com/app/3487980/THRONE_AND_LIBERTY__Pack_de_celebracion_de_Talandre_plata,"49,99€",,,6 MAR 2025,0,,,Acción-Aventura-Free to Play-Rol
Automobilista 2,Acción-Aficiones y trabajos-Carreras-Deportes y carreras-Simulación-Simulador de carreras,"Automobilista 2 is all the racing simulators you ever wanted - in just one.  An incredibly diverse collection of cars and tracks cohesively simulated, featuring incredible graphics and audio quality, dynamic weather and track conditions and the best VR support for a racing experience like no other.",https://store.steampowered.com/app/1066890/Automobilista_2,"36,99€",,,1 JUL 2020,0,7766 reseñas de usuarios,Muy positivas,Carreras-Simulación-Deportes-RV-Simulador de automóviles
Call of Duty®: Black Ops III,Acción-Disparos en primera persona,Call of Duty® Black Ops III: Zombies Chronicles Edition incluye el juego original completo y la expansión de contenido Zombies Chronicles.,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III,"59,99€",,,6 NOV 2015,0,138.454 reseñas de usuarios,Muy positivas,Multijugador-Zombis-FPS-Disparos-Acción
Lost Ark Paquete de fundador C4 de oro,Acción-Aventura-Rol-Rol de aventuras,¡Ya es la hora! Obtened este paquete de fundador C4 de oro y disparad vuestro progreso.,https://store.steampowered.com/app/3200710/Lost_Ark_Paquete_de_fundador_C4_de_oro,"49,99€",,,9 OCT 2024,0,,,Acción-Aventura-Free to Play-Rol-Multijugador masivo
LEGO® Harry Potter™ Collection,Acción-Aventura-Casuales-Plataforma y corredores-Puzles,La LEGO® Harry Potter™ Collection contiene: LEGO® Harry Potter™: Años 1-4 y LEGO® Harry Potter™: Años 5-7 en un solo juego remasterizado con gráficos mejorados.,https://store.steampowered.com/app/2950340/LEGO_Harry_Potter_Collection,"15,99€",-60%,"39,99€",8 OCT 2024,0,558 reseñas de usuarios,Muy positivas,Casuales-LEGO-Acción-Aventura-Para toda la familia
Beat Saber,Acción-Arcade y ritmo,"Beat Saber es un juego rítmico de RV donde rebanas los ritmos de la palpitante música mientras vuelan hacia ti, rodeado de un mundo futurista.",https://store.steampowered.com/app/620980/Beat_Saber,"29,99€",,,21 MAY 2019,0,67.971 reseñas de usuarios,Extremadamente positivas,RV-Ritmo-Música-Modificables-De ritmo rápido
